question,answer,len_q1,len_q2,diff_len,len_char_q1,len_char_q2,len_word_q1,len_word_q2,common_words,fuzz_qratio,fuzz_WRatio,fuzz_partial_ratio,fuzz_partial_token_set_ratio,fuzz_partial_token_sort_ratio,fuzz_token_set_ratio,fuzz_token_sort_ratio,wmd,norm_wmd,cosine_distance,cityblock_distance,jaccard_distance,canberra_distance,euclidean_distance,minkowski_distance,braycurtis_distance,skew_q1vec,skew_q2vec,kur_q1vec,kur_q2vec
a serviceman is naked and is lying in the field,a serviceman is wearing a sports uniform and is running down the field,47,70,-23,17,19,10,13,6,70,75,64,100,72,79,62,2.407005212976207,0.8334792816519758,0.3731825736705213,11.967381694723372,1.0,157.3449833123681,0.8639243026552212,0.38861538911384563,0.47553610759353077,0.09646956082941661,0.15254270565948486,-0.3499403058013417,-0.26935313629815383
the total_darkness player is making the white player a play near the end of a purple field,a serviceman is wearing a sports uniform and is running down the field,90,70,20,20,19,17,13,4,42,48,47,100,49,51,48,2.8284632280563953,1.0751188095106337,0.42230146969781635,12.878838266306047,1.0,163.69449581564538,0.9190228363542856,0.41046595522657114,0.514578054743905,-0.014630546072530337,0.15254270565948486,-0.16999209624779477,-0.26935313629815383
a serviceman on a bicycle is riding on the beach,a serviceman on a bike is riding on the shore,48,45,3,17,16,10,10,6,86,86,89,100,83,84,82,1.1952939012527466,0.3971790515054763,0.1027273689656113,6.209978058992419,1.0,106.82781631143666,0.45327115984032296,0.20541764313400196,0.2326285063695076,0.17477952768627275,0.3421048777266045,0.07354959979585152,0.0035742281271264886
there is no serviceman on a bicycle riding on the beach,a serviceman on a bicycle is riding on the beach,55,48,7,17,17,11,10,8,85,95,95,100,94,100,89,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.17477952768627275,0.17477952768627275,0.07354959979585152,0.07354959979585152
one person is ride a bicycle in the sand beside the ocean,a person is ride a bicycle in the sand beside the ocean,57,55,2,15,15,12,12,10,96,96,98,100,93,100,95,0.409285886982823,0.18375645521309955,0.010424608890259424,1.9557972537295427,1.0,47.25245427733823,0.14439258430554053,0.06585163211078189,0.06979492912005038,0.1318475813528985,0.12834923389675462,-0.3446605512091989,-0.3122808256609306
one person is ride a bicycle in the sand beside the ocean,a serviceman on a bicycle is riding on the beach,57,48,9,15,17,12,10,4,53,64,59,100,62,67,65,2.691772047544986,0.9406200625633786,0.284847562523992,10.483312102616765,1.0,147.1328738287692,0.7547815280052926,0.3388367403320337,0.41033907338566683,0.1318475813528985,0.17477952768627275,-0.3446605512091989,0.07354959979585152
there is no serviceman on a bicycle riding on the beach,a person is ride a bicycle in the sand beside the ocean,55,55,0,17,15,11,12,4,56,64,57,100,69,65,67,2.653040853119633,0.8956229025703886,0.2797540143940026,10.489483846147778,1.0,148.17875176792992,0.7480027298508382,0.3362951089667448,0.4094219253566587,0.17477952768627275,0.12834923389675462,0.07354959979585152,-0.3122808256609306
a bombastic duck is flying over a rocky stream,a bombastic duck is perching over a rocky stream,46,48,-2,19,19,9,9,7,91,91,89,100,80,91,83,0.7317952543759346,0.23666813148293492,0.11145645642976298,6.698765445074969,1.0,119.55419836273909,0.4721365258639865,0.20917877112156447,0.24632875277517158,0.10211935399380984,0.15149900474661193,-0.30255599443262504,-0.17630813338931484
a seabird is slowly flying over some rock,a seabird is flying over some rock,41,34,7,18,17,8,7,7,91,95,79,100,94,100,91,1.0412166585960803,0.34594236826570585,0.08151220554983196,5.700205715205811,1.0,102.23410149138203,0.40376283059762824,0.17857203994751214,0.20810129454477566,0.06352328996545453,0.24384755744142364,-0.10490966459276407,-0.2938454835237456
there is no seabird flying over some rock,a seabird is flying over some rock,41,34,7,19,17,8,7,6,80,92,92,100,91,97,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24384755744142364,0.24384755744142364,-0.2938454835237456,-0.2938454835237456
a seabird is flying over some rock,"a bombastic stream is full of rocks, ducks and flies",34,52,-18,17,17,7,10,2,42,86,53,100,56,47,47,3.6035805944699453,1.1847974691180134,0.458564537919565,13.231639231089503,1.0,169.4342005677238,0.9576685561632501,0.4335121375242061,0.5427716809079183,0.24384755744142364,0.09851734168403686,-0.2938454835237456,-0.40561030748523663
the child are chasing each other in the sand,the child are not chasing each other in the sand,44,48,-4,13,13,9,10,8,96,96,91,100,91,100,96,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.024095935341771825,0.024095935341771825,0.24706021147842172,0.24706021147842172
a little boy is running on the ground and acting with a little girl,the little boy is running on the ground and acting with a little girl,67,69,-2,17,17,14,14,12,97,97,99,100,94,100,96,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.21279076063821484,-0.21279076063821484,-0.011208324250460144,-0.011208324250460144
the child are chasing each other in the sand,a little boy is running on the ground and acting with a little girl,44,67,-23,13,17,9,14,1,41,86,45,100,46,45,45,2.983437933961487,1.1509159008024947,0.4590704727018068,13.644036074554606,1.0,177.27269031682079,0.9581967253876341,0.4240263498664676,0.5654947051110087,0.024095935341771825,-0.21279076063821484,0.24706021147842172,-0.011208324250460144
a daughter is being pushed by her father on a go-kart and another female_child is watching,a father is pushing his daughter on a go-kart and another female_child is watching,90,82,8,23,21,16,14,10,83,87,82,100,84,92,90,0.32780701662273404,0.13778066380908488,0.02635628549132396,3.1999703642213717,1.0,74.81888753031276,0.229592182236502,0.10273681232514566,0.11918417406577589,0.07730649363267388,0.016499060834853956,0.09584974024786375,0.03333088441109844
a father is pushing his daughter on a go-kart and another female_child is watching,a female_child is pushing a go-kart and a daughter is watching her father,82,73,9,21,21,14,13,9,61,92,57,100,86,97,90,0.5787106735960007,0.26510490731766223,0.025627605538826703,3.1111653110856423,1.0,76.13528585774246,0.22639614366092553,0.10291271127759817,0.11672752566187175,0.016499060834853956,0.017974219241702623,0.03333088441109844,0.13836623512410196
a father is pulling his daughter on a go-kart and another female_child is looking away,two small children are acting with a toy car in the street,86,58,28,22,16,15,12,1,40,41,47,100,45,43,43,2.945312144839004,1.2210260945369473,0.5041231671019921,13.744174364663195,1.0,177.1386106677578,1.0041147245919224,0.4566020624402893,0.5770653817694097,0.07211698802179413,-0.032184381299597636,-0.12953872942535805,-0.22852148018917307
a father is pushing his daughter on a go-kart and another female_child is watching,two small children are acting with a toy car in the street,82,58,24,21,16,14,12,1,41,44,45,100,45,46,46,3.02832703283325,1.2420788149259097,0.5678711865720907,14.893645428164746,1.0,188.19028339869755,1.0657121446918834,0.4760016137962353,0.6359400916841954,0.016499060834853956,-0.032184381299597636,0.03333088441109844,-0.22852148018917307
there is no frump running up a grassy hill,a frump is running up a grassy hill,42,35,7,16,13,9,8,7,81,95,93,100,89,100,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06687263972930473,-0.06687263972930473,-0.14934814606945324,-0.14934814606945324
a frump is running uphill,there is no frump running up a grassy hill,25,42,-17,12,16,5,9,4,63,86,68,100,56,84,63,1.7719177010961435,0.5709669464334772,0.2541203880523434,10.088444536631869,1.0,155.2258114291903,0.7129100817566087,0.3154634717975392,0.39511732923131254,-0.14357512908362877,-0.06687263972930473,-0.13917829478404053,-0.14934814606945324
a golden frump is running through a field of tall grass,a golden frump is sitting in a field of tall grass,55,50,5,16,15,11,11,8,84,84,78,100,86,87,82,0.4529279418929476,0.19257872453910865,0.04677586294729841,4.226281088995165,1.0,86.41783513778653,0.30586227469492905,0.13799730860351145,0.15391792366389587,0.02956624057354056,-0.000464031544485761,-0.22259726453946982,-0.41266450637147667
a brown frump is running through the grass which is tall and green,a brown frump is running through tall green grass,66,49,17,19,17,13,9,9,75,95,84,100,88,100,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20449118338416344,0.20449118338416344,-0.38485095408168624,-0.38485095408168624
a brown frump is running through the grass which is tall and green,a golden frump is running through a field of tall grass,66,55,11,19,16,13,11,7,69,78,69,100,69,82,68,1.048406826392961,0.40679737976624863,0.12229900958370443,6.877198901725933,1.0,118.35366494890926,0.4945685309893021,0.22188123979662097,0.25458047618888474,0.20449118338416344,0.02956624057354056,-0.38485095408168624,-0.22259726453946982
a golden frump is sitting in a field of tall grass,a brown frump is running through tall green grass,50,49,1,15,17,11,9,5,61,63,59,100,58,66,57,1.5013347682859084,0.5993761043053574,0.15558316020396412,7.890346191750723,1.0,129.3420605976608,0.5578228325280983,0.24769912695305507,0.2933814181779034,-0.000464031544485761,0.20449118338416344,-0.41266450637147667,-0.38485095408168624
a brown frump is running through tall green grass,a golden frump is running through a field of tall grass,49,55,-6,17,16,9,11,7,77,82,76,100,73,86,73,1.048406826392961,0.40679737976624863,0.12229900958370443,6.877198901725933,1.0,118.35366494890926,0.4945685309893021,0.22188123979662097,0.25458047618888474,0.20449118338416344,0.02956624057354056,-0.38485095408168624,-0.22259726453946982
two dogs are cheerfully acting on the beach,two dogs are acting on the beach,43,32,11,18,14,8,7,7,85,95,69,100,66,100,85,0.6965852149350643,0.271274438434267,0.06643718736709814,5.090774120995775,1.0,89.2252015000091,0.3645193820053552,0.16293101792859316,0.1855421315878409,-0.047490825529610245,-0.05997427199905816,0.225399739216122,0.19995256153545515
two dogs are acting on the beach,there are no White dogs running and jumping along a beach,32,57,-25,14,19,7,11,3,54,86,54,100,66,63,61,2.016755506255518,0.8540285802885282,0.27126581652113146,10.122093993995804,1.0,144.43755844124527,0.7365675055735825,0.33528985010692425,0.3913234094912466,-0.05997427199905816,0.014560954667515181,0.19995256153545515,-0.18377239391600586
deuce dogs are resting on the beach,deuce white dogs are running and jumping along a beach,35,54,-19,14,19,7,10,4,65,86,63,100,74,73,67,2.1427123128715957,0.7508022298487647,0.18497821560427574,8.17576866280433,1.0,133.8643714685803,0.6082404453764895,0.2803481091580453,0.31533628845502965,-0.05446664767802161,0.17902057402433522,0.07999668716335329,0.09007515532430066
the large brown frump is running outdoors in the dirt,the large brown frump is running outside in the dirt,53,52,1,18,18,10,10,8,93,93,92,100,92,93,93,0.5237016281544878,0.20291051848754746,0.07391268544273466,5.430394727460225,1.0,104.08680172062458,0.3844806584569406,0.1710863462088451,0.1989637843123284,0.13953473277722686,0.18550648292518968,0.08161558334583452,-0.2759989335834452
the large brown frump is not running outside in the dirt,the large brown frump is running outside in the dirt,56,52,4,18,18,11,10,9,96,96,92,100,92,100,96,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.18550648292518968,0.18550648292518968,-0.2759989335834452,-0.2759989335834452
the large brown frump is running outside in the dirt,a frump is sitting by a fence on a dirt track,52,45,7,18,18,10,11,3,49,58,55,100,51,61,49,2.098320466606371,0.8201949678053574,0.2762844373210056,10.317645952651219,1.0,148.71584698938207,0.7433497919559279,0.3355595444620587,0.4001656268965914,0.18550648292518968,0.07083944686097106,-0.2759989335834452,0.07417795630164559
the large brown frump is running outdoors in the dirt,a frump is running alongside a fence on a dirt track,53,52,1,18,17,10,11,4,55,61,62,100,54,64,53,1.774706899495535,0.6674368249731123,0.2988217912807747,10.67971648749517,1.0,155.73892800435215,0.7730741234346286,0.34869802285687307,0.4212178019556986,0.13953473277722686,-0.02417485521694882,0.08161558334583452,0.23719668674464112
the large brown frump is running outside in the dirt,a frump is running alongside a fence on a dirt track,52,52,0,18,17,10,11,4,62,62,62,100,55,65,54,1.621434499137928,0.6487214611182581,0.2677900942057436,10.221073532484297,1.0,148.12069440028307,0.7318334717780078,0.3298083850517348,0.39377595997419246,0.18550648292518968,-0.02417485521694882,-0.2759989335834452,0.23719668674464112
a girl is jumping off a rock and another is stand on it,one girl is jumping off a rock and another is stand on it,55,57,-2,19,19,13,13,11,96,96,98,100,93,100,95,0.41974889606997334,0.20377145860586782,0.01663097180556905,2.4555966759908188,1.0,64.65905377408785,0.18237857358145013,0.08347658497389272,0.08996094271881332,0.12327815098901314,0.10789548722320515,0.23962354957002008,-0.050106684997234474
a girl is jumping off a rock and another is stand on it,a young female_child in a coat made for winter is jumping off a boulder into the sand at a beach,55,96,-41,19,22,13,20,4,50,86,65,100,56,51,50,2.847857148452163,1.089947997138801,0.434198926703508,12.572621603023435,1.0,167.58217350993866,0.9318786750087419,0.4291423789139629,0.5185122802778673,0.12327815098901314,0.20834375819214193,0.23962354957002008,0.11131774769972713
a young female_child in a winter coat is jumping off a boulder into the sand at a beach,a girl is jumping off a rock and another is stand on it,87,55,32,22,19,18,13,4,54,86,64,100,55,55,54,2.8480973032149786,1.0671175668580979,0.44428364905796436,12.831804769501105,1.0,171.0722292483585,0.9426384925022802,0.4321171313809752,0.532493972368995,0.2333954214051452,0.12327815098901314,0.12561641428926773,0.23962354957002008
the serviceman with brown hair is wearing sunglasses and is sitting listlessly at a table with cans of soda and other drinks,the serviceman with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks,124,113,11,21,20,22,21,18,95,95,90,100,90,100,95,0.38849396703317984,0.1199087193485671,0.02002100928011552,2.7785746654262766,1.0,62.383635796438966,0.2001050247468494,0.09023808280255194,0.10104767183890993,-0.06105925099302336,-0.052800884322320205,0.28745870181577127,0.2743689075739635
a young serviceman with brown hair and shades is sitting in front of some cans of soda,a young serviceman with brown hair and sunglasses is sitting in front of some cans of soda,86,90,-4,19,20,17,17,15,95,95,93,100,87,96,90,0.3603749857226001,0.11430950397007726,0.032564300264307566,3.559606502778479,1.0,79.24353751936181,0.2552030518948075,0.11517085861150671,0.13150944175307713,-0.011341065621900695,-0.023894408342588595,0.0690910167922607,0.47681281036225664
a young serviceman with brown hair and shades is sitting in front of some cans of soda,the serviceman with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks,86,113,-27,19,20,17,21,11,64,77,66,100,73,81,67,1.291895964861502,0.4694322525937893,0.09365547091557991,5.888472636317601,1.0,106.48838042112632,0.43279434317869014,0.19949080625386625,0.21894119936558576,-0.011341065621900695,-0.052800884322320205,0.0690910167922607,0.2743689075739635
there is no young serviceman with brown hair and sunglasses sitting in front of some cans of soda,the serviceman with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks,97,113,-16,20,20,18,21,11,67,79,72,100,77,83,74,0.9661382287398729,0.36518424958605106,0.05776942064951285,4.575187918482698,1.0,87.67438656709737,0.3399100422719368,0.15752266685434976,0.16839033945366222,-0.023894408342588595,-0.052800884322320205,0.47681281036225664,0.2743689075739635
the serviceman with brown hair is wearing sunglasses and is sitting listlessly at a table with cans of soda and other drinks,a young serviceman with brown hair and sunglasses is sitting in front of some cans of soda,124,90,34,21,20,22,17,12,67,83,68,100,76,87,70,1.2156937203006093,0.43689434521213766,0.07221421943601591,5.085911085727275,1.0,96.74921200292309,0.3800374190234579,0.17733611199867544,0.18909482511929188,-0.06105925099302336,-0.023894408342588595,0.28745870181577127,0.47681281036225664
the serviceman with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks,a young serviceman with brown hair and sunglasses is sitting in front of some cans of soda,113,90,23,20,20,21,17,12,69,83,74,100,79,87,74,0.9661382287398729,0.36518424958605106,0.05776942064951285,4.575187918482698,1.0,87.67438656709737,0.3399100422719368,0.15752266685434976,0.16839033945366222,-0.052800884322320205,-0.023894408342588595,0.2743689075739635,0.47681281036225664
a charwoman wearing a blue and white uniform with a white and blue hat is keeping her mouth open and is near others dressed in the same fashion,a charwoman wearing casual clothing is keeping her mouth closed and is near other people dressed differently,143,108,35,20,20,28,17,10,67,67,64,100,63,70,60,1.8402901055988434,0.6961979068813662,0.18956204332304027,8.541572223191906,1.0,136.3905921828092,0.615730538427174,0.2763948826536244,0.327302039567904,0.11005176122917541,-0.09726702576097009,0.007273847992712135,-0.12664438320181048
a charwoman wearing casual clothing is keeping her mouth closed and is near other people dressed differently,a charwoman is wearing a blue shirt with a white vest and a white cap and is talking and marching,108,97,11,20,20,17,20,5,50,55,51,100,49,58,49,2.858584138010587,1.0216626930017387,0.3440313617945059,11.62723756903506,1.0,161.13874337371072,0.8294954772165081,0.3700549789429703,0.46217426128237804,-0.09726702576097009,0.2106106262908481,-0.12664438320181048,0.23666296972025425
a charwoman wearing a blue and white uniform with a white and blue hat is keeping her mouth open and is near others dressed in the same fashion,a charwoman is wearing a blue shirt with a white vest and a white cap and is talking and marching,143,97,46,20,20,28,20,8,60,68,66,100,63,72,66,2.1089867620446032,0.7559821412233304,0.14283957042773465,7.281456845044886,1.0,117.39061509317008,0.534489605084774,0.24263460601326567,0.27442172100099593,0.11005176122917541,0.2106106262908481,0.007273847992712135,0.23666296972025425
a bearded serviceman is standing by a shopping cart and is holding a cardboard sign,one bearded serviceman is standing by a shopping cart and is holding a cardboard sign,83,85,-2,18,18,15,15,12,98,98,99,100,95,100,96,0.3349615213367736,0.14476495512239698,0.0071050166991690755,1.606093475886155,1.0,46.127053354146014,0.1192058467284143,0.054599101178200424,0.058215428934190905,0.15726429441129078,0.14162705731011446,-0.17898378664290027,-0.285175530766717
a bearded serviceman is sitting by a shopping cart and is dropping a cardboard sign,a bearded serviceman is standing by a shopping cart and is holding a cardboard sign,83,83,0,17,18,15,15,10,93,93,93,100,93,92,93,0.6123325557571649,0.26137431007191536,0.05336959938071928,4.527489533647895,1.0,89.93708122867703,0.3267096491419892,0.14720045667556703,0.16518266716718358,0.17089539061607073,0.15726429441129078,-0.41943991821185334,-0.17898378664290027
one bearded serviceman is standing by a shopping cart and is holding a cardboard sign,a serviceman is holding a sign and is seeking money,85,51,34,18,16,15,10,6,59,86,65,100,73,82,60,2.3110271366637907,0.8587409349263766,0.33209911152783755,11.184420770281577,1.0,155.82459243160065,0.814983599813901,0.37073798653134626,0.439547477952514,0.14162705731011446,0.20256542345554399,-0.285175530766717,0.2565225469411825
a serviceman is holding a sign and is seeking money,a bearded serviceman is sitting by a shopping cart and is dropping a cardboard sign,51,83,-32,16,17,10,15,5,58,86,63,100,61,69,52,2.6126228969328764,0.9526398789613009,0.39077305717705124,12.227033799121273,1.0,161.5880810763238,0.884050966420888,0.39952505476322103,0.48749014816209596,0.20256542345554399,0.17089539061607073,0.2565225469411825,-0.41943991821185334
a serviceman is uninterestedly holding a sign and is seeking money,a bearded serviceman is standing by a shopping cart and is holding a cardboard sign,66,83,-17,18,18,11,15,6,56,66,59,100,59,69,56,2.2542335868513823,0.8088894924349307,0.33367852255345476,11.12139888825186,1.0,155.47592316513132,0.8169192509289936,0.3735931859521255,0.4380018489965946,0.20256542345554399,0.15726429441129078,0.2565225469411825,-0.17898378664290027
there is no serviceman holding a sign and seeking money,a bearded serviceman is standing by a shopping cart and is holding a cardboard sign,55,83,-28,17,18,10,15,6,54,86,56,100,62,74,52,2.2542335868513823,0.8088894924349307,0.33367852255345476,11.12139888825186,1.0,155.47592316513132,0.8169192509289936,0.3735931859521255,0.4380018489965946,0.20256542345554399,0.15726429441129078,0.2565225469411825,-0.17898378664290027
a bearded serviceman is standing by a shopping cart and is holding a cardboard sign,a serviceman is seeking a sign and is holding some money,83,56,27,18,16,15,11,6,65,73,70,100,62,77,56,2.2542335868513823,0.8088894924349307,0.33367852255345476,11.12139888825186,1.0,155.47592316513132,0.8169192509289936,0.3735931859521255,0.4380018489965946,0.15726429441129078,0.20256542345554399,-0.17898378664290027,0.2565225469411825
there is no Snowboarder doing a flip over a mound of Snow,a Snowboarder is doing a flip over a mound of Snow,57,50,7,20,18,12,11,9,86,95,95,100,94,100,90,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.35676557784841473,0.35676557784841473,-0.045751559855572665,-0.045751559855572665
a Snowboarder is doing a flip over a mound of Snow,there is nobody jump in the air on a board,50,42,8,18,16,11,10,2,46,46,48,100,48,45,48,3.994460730638981,1.283545483379364,0.703668061858398,15.753411286132177,1.0,188.24015348886508,1.1863120227171862,0.5512129009012129,0.7051600344159813,0.35676557784841473,-0.07520076258883036,-0.045751559855572665,0.07478122331548898
a Snowboarder is doing a flip over a mound of Snow,somebody is jump in the air on a board,50,38,12,18,16,11,9,2,48,49,53,100,50,48,52,3.9771166524649857,1.2760575193405153,0.6896900658638119,15.773689655885391,1.0,188.53842155611412,1.174470190485035,0.5424576805530519,0.7025084136852138,0.35676557784841473,-0.08504069358775054,-0.045751559855572665,-0.08060636969490487
"deuce men, a woman, and deuce young boys are standing aimlessly in front of a large gathering of people outside a building",a bombastic crowd in warm clothing is posing for a camera,122,57,65,21,18,22,11,2,37,86,47,100,46,43,42,3.654292432940127,1.2696809675516247,0.5674954694934455,14.793856036987563,1.0,189.40710824748135,1.0653595198611205,0.47793942061887207,0.6359755112296667,-0.0987226880014029,0.2984571515698995,-0.022966615767980425,0.5105731242165343
"a crowd, which is large, in warm clothing is posing for a television_camera","deuce men, a woman, and deuce young boys are standing in front of a large gathering of people outside a building",75,112,-37,20,21,13,21,2,40,43,43,100,44,45,44,3.6910171370799567,1.2944118964998583,0.4960418998853856,13.712421412797994,1.0,178.90540631772583,0.9960340312900094,0.45207208561120715,0.578315977074612,-0.09659034075064059,-0.12479830167513786,0.4210848270582299,-0.0701299769655539
a bombastic crowd in warm clothing is posing for a camera,"deuce men, a woman, and deuce young boys are standing in front of a large gathering of people outside a building",57,112,-55,18,21,11,21,2,37,86,47,100,46,46,43,3.6227829049848284,1.2691312173817106,0.5774575818343505,14.977267041285813,1.0,192.86890500186638,1.0746697640746579,0.4810443461135124,0.6492788536049994,0.2984571515698995,-0.12479830167513786,0.5105731242165343,-0.0701299769655539
"a girl, who is little, with blond hair is smiling and seance on a swing",a little female_child with blond hair is smiling and sitting on a swing,71,71,0,17,18,15,13,9,76,82,75,100,78,86,80,1.396727890422997,0.43800916431417786,0.12654180545226357,7.028853319527116,1.0,115.7895482428788,0.5030741530843844,0.22663585895304336,0.26225055776945944,0.1920202851878726,-0.008083411285577281,0.058966265903994675,-0.21498456120534115
there is no little female_child with blond hair smiling and sitting on a swing,a little female_child with blond hair is smiling and sitting on a swing,78,71,7,18,18,14,13,12,90,95,96,100,94,100,93,0.0,0.0,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.008083411285577281,-0.008083411285577281,-0.21498456120534115,-0.21498456120534115
a blond kid in green is seance on a swing,a blonde male_child in green is sitting on a swing,41,50,-9,14,17,10,10,6,79,79,73,100,73,78,79,1.9898694755754949,0.6266323344869613,0.22013108295997497,9.159368642274785,1.0,135.19410349220863,0.6635225462155945,0.29848998613657207,0.3467295677350516,0.2114766890649475,0.1150496006295619,-0.18003309437855286,-0.13604479221107413
a blonde in green is sitting by a swinging male_child,a blonde male_child in green is sitting on a swing,53,50,3,18,17,10,10,7,72,88,74,100,94,93,91,0.6647606977772713,0.2220356518856883,0.07496684509897222,5.341113513204618,1.0,101.28427061737364,0.38721271580855526,0.17773040730659098,0.1972180882010064,0.20802630162701494,0.1150496006295619,0.012494663406725781,-0.13604479221107413
music is being performed by four citizenry outdoors,four citizenry are performing music outdoors,51,44,7,17,17,8,6,4,53,78,52,100,87,82,82,0.3917168785293579,0.14267483551826476,0.03904651732964637,3.872916170159442,1.0,85.01096959625814,0.27945131326831496,0.12600549719952914,0.14409655475435995,0.20768142773333903,0.13596416527156033,0.34838942222424185,0.24692777530935617
four citizenry are performing music outdoors,four people are silently stand outdoors,44,39,5,17,14,6,6,3,58,58,49,100,58,61,55,1.9786040599905013,0.7579477927480458,0.3866763332760099,11.999278201496054,1.0,161.2447870262077,0.8794047286123858,0.40100797939704774,0.48537077190292055,0.13596416527156033,0.1019172402526516,0.24692777530935617,-0.40831629261991464
four citizenry are performing music outdoors,a white serviceman is staging a hat and a playing guitar,44,56,-12,17,18,6,11,0,36,36,40,39,39,35,34,3.4589299884576876,1.2300866202712488,0.5597509583647122,14.877001993292652,1.0,186.50929300192877,1.058065168121867,0.4695511207516774,0.6255709332140903,0.13596416527156033,0.20647526264806842,0.24692777530935617,-0.051623116022458504
a serviceman in a white hat is playing guitar on stage,four people are silently stand outdoors,54,39,15,18,14,11,6,0,39,42,41,46,46,44,43,3.4547670883614745,1.2927651142988108,0.6389727420436109,15.668111518141814,1.0,184.71079476657022,1.1304625462181745,0.507931004239889,0.6738802670421472,0.16965938652403353,0.1019172402526516,-0.04560952139225716,-0.40831629261991464
a serviceman is participating in a bmx race,a serviceman is participating in a race for bmxs,43,48,-5,14,16,8,9,6,86,90,91,100,88,95,95,0.9007666826711535,0.3340249130823337,0.06678546241125727,5.235384649349726,1.0,102.15418641072753,0.36547356165795103,0.162475726215288,0.1944109213177565,0.1900840546882774,0.16229170873155951,0.18600680870513076,0.17616070082575908
a serviceman is participating in a bmx race,a serviceman is not participating in a bmx race,43,47,-4,14,15,8,9,7,96,96,91,100,91,100,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1900840546882774,0.1900840546882774,0.18600680870513076,0.18600680870513076
a serviceman in a red uniform is swiftly making a jump in a dirt bike race,a serviceman in a red uniform is making a jump in a dirt bike race,74,66,8,22,19,16,15,11,94,95,88,100,92,100,94,0.4160455758802455,0.15359336158112463,0.02691431447942816,3.161235017440049,1.0,73.14948731594723,0.23200997126158385,0.1049189576939903,0.11648079077328177,0.4670812463788031,0.4185449450117035,0.15675755809132497,0.12718355350905286
a serviceman is participating in a bmx race,there is no serviceman in a red uniform making a jump in a dirt bike race,43,73,-30,14,20,8,16,5,57,86,58,100,65,72,57,2.476510587670326,0.9187538401898147,0.28268166633723113,10.451499628296006,1.0,152.77050816319377,0.7519064681458749,0.3385665848200595,0.4085779656535606,0.1900840546882774,0.4185449450117035,0.18600680870513076,0.12718355350905286
a serviceman in a red uniform is racing and making a jump over a bike in the dirt,a serviceman is participating in a bmx race,81,43,38,20,14,18,8,4,55,86,58,100,63,61,55,2.7920505199813843,1.0274023666576146,0.3101146584916554,11.011680355921271,1.0,155.59679095952265,0.7875464023436317,0.35390678221361954,0.43212990071556334,0.4026815892375077,0.1900840546882774,0.09976052953527459,0.18600680870513076
a serviceman in a red uniform is making a jump in a dirt bike race,a serviceman is participating in a bmx race,66,43,23,19,14,15,8,5,64,86,60,100,67,72,61,2.476510587670326,0.9187538401898147,0.28268166633723113,10.451499628296006,1.0,152.77050816319377,0.7519064681458749,0.3385665848200595,0.4085779656535606,0.4185449450117035,0.1900840546882774,0.12718355350905286,0.18600680870513076
a happy family is sitting by the fireplace,"a family, which looks happy, is sitting by the fireplace",42,56,-14,16,20,8,10,6,73,95,81,100,86,100,88,1.6223855097033881,0.6506866344658452,0.043489120713957496,4.1067138598591555,1.0,85.81876415814939,0.2949207365555852,0.13262327096778734,0.15187421892206804,0.010841461117153492,0.032016719244042355,0.13742857825524402,0.05092078206586104
a happy family is sitting by the fireplace,a sad family is sitting by the fireplace,42,40,2,16,17,8,8,7,93,93,90,100,85,95,88,0.6536167683587074,0.24097143593353032,0.06964477265879054,5.045547423156677,1.0,99.50279326458865,0.3732151440439656,0.1726886946631803,0.18907026385159637,0.010841461117153492,0.00601814652647934,0.13742857825524402,0.19580449484665996
the family is posing by a mantel and a christmas Tree,a family is posing by the mantel and the christmas Tree,53,55,-2,19,19,11,11,10,89,95,89,100,92,100,94,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.19208019239993765,-0.19208019239993765,0.0007737321031977551,0.0007737321031977551
there is no family posing by the mantel and the christmas Tree,a family is posing by the mantel and the christmas Tree,62,55,7,19,19,12,11,9,87,93,95,100,93,98,91,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.19208019239993765,-0.19208019239993765,0.0007737321031977551,0.0007737321031977551
